RhoFW Root
     0.998390    0.015950
     0.992289    0.015854
     0.981827    0.015886
     0.970008    0.016207
     0.957206    0.016872
     0.943760    0.017896
     0.929891    0.019272
     0.915712    0.020977
     0.901272    0.022986
     0.886587    0.025271
     0.871654    0.027798
     0.856471    0.030530
     0.841044    0.033424
     0.825395    0.036436
     0.809574    0.039519
     0.793661    0.042629
     0.777736    0.045732
     0.761828    0.048812
     0.745938    0.051863
     0.730064    0.054881
     0.714203    0.057864
     0.698357    0.060809
     0.682528    0.063712
     0.666719    0.066568
     0.650935    0.069372
     0.635182    0.072117
     0.619467    0.074794
     0.603795    0.077396
     0.588172    0.079912
     0.572603    0.082331
     0.557092    0.084642
     0.541639    0.086834
     0.526246    0.088894
     0.510909    0.090812
     0.495624    0.092579
     0.480387    0.094185
     0.465194    0.095622
     0.450040    0.096884
     0.434924    0.097964
     0.419844    0.098855
     0.404798    0.099552
     0.389785    0.100049
     0.374804    0.100341
     0.359855    0.100424
     0.344938    0.100294
     0.330049    0.099947
     0.315185    0.099380
     0.300341    0.098590
     0.285515    0.097578
     0.270708    0.096345
     0.255928    0.094892
     0.241187    0.093220
     0.226502    0.091327
     0.211889    0.089214
     0.197368    0.086875
     0.182957    0.084309
     0.168678    0.081510
     0.154561    0.078475
     0.140642    0.075200
     0.126963    0.071680
     0.113575    0.067912
     0.100541    0.063898
     0.087952    0.059654
     0.075945    0.055215
     0.064681    0.050627
     0.054316    0.045953
     0.045000    0.041313
     0.036873    0.036872
     0.029986    0.032748
     0.024260    0.028958
     0.019534    0.025465
     0.015629    0.022235
     0.012385    0.019253
     0.009673    0.016509
     0.007391    0.013985
     0.005470    0.011649
     0.003861    0.009467
     0.002538    0.007401
     0.001490    0.005423
     0.000714    0.003512
     0.000211    0.001661
    -0.000020   -0.000121
     0.000011   -0.001850
     0.000317   -0.003591
     0.000930   -0.005347
     0.001867   -0.007072
     0.003130   -0.008738
     0.004716   -0.010327
     0.006628   -0.011839
     0.008878   -0.013283
     0.011498   -0.014677
     0.014539   -0.016042
     0.018081   -0.017400
     0.022233   -0.018764
     0.027137   -0.020138
     0.032985   -0.021513
     0.040003   -0.022863
     0.048406   -0.024150
     0.058343   -0.025337
     0.069793   -0.026384
     0.082525   -0.027240
     0.096226   -0.027878
     0.110620   -0.028302
     0.125489   -0.028537
     0.140678   -0.028606
     0.156092   -0.028531
     0.171673   -0.028333
     0.187384   -0.028029
     0.203198   -0.027635
     0.219094   -0.027166
     0.235059   -0.026631
     0.251083   -0.026041
     0.267157   -0.025405
     0.283273   -0.024729
     0.299427   -0.024022
     0.315612   -0.023287
     0.331825   -0.022531
     0.348064   -0.021757
     0.364324   -0.020971
     0.380603   -0.020174
     0.396899   -0.019371
     0.413206   -0.018565
     0.429514   -0.017759
     0.445815   -0.016956
     0.462107   -0.016158
     0.478389   -0.015367
     0.494661   -0.014585
     0.510924   -0.013813
     0.527179   -0.013053
     0.543428   -0.012306
     0.559670   -0.011574
     0.575908   -0.010856
     0.592140   -0.010154
     0.608366   -0.009468
     0.624587   -0.008801
     0.640801   -0.008153
     0.657010   -0.007525
     0.673214   -0.006918
     0.689415   -0.006333
     0.705614   -0.005771
     0.721812   -0.005232
     0.738010   -0.004715
     0.754213   -0.004222
     0.770419   -0.003748
     0.786592   -0.003284
     0.802625   -0.002809
     0.818430   -0.002287
     0.833978   -0.001671
     0.849301   -0.000917
     0.864468    0.000010
     0.879549    0.001127
     0.894600    0.002439
     0.909651    0.003943
     0.924699    0.005627
     0.939683    0.007468
     0.954422    0.009421
     0.968517    0.011408
     0.981338    0.013306
     0.992269    0.014986
     0.998390    0.015950
